Rank,Name,Score,Finish Time ,Q1 (2),Q2 (4),Q3 (5),Q4 (6)
23254,227r1a66b0  ,2,0:59:48, 0:59:48,,,
23255,Aliyabegum_12  ,2,0:59:50, 0:59:50,,,
23256,sriyakanigolla  ,2,0:59:51, 0:59:51,,,
23257,Rtarachan02  ,2,0:59:54, 0:59:54,,,
23258,2210040121  ,2,0:59:54, 0:59:54,,,
23259,TANYA_GUPTA-23  ,2,0:59:54, 0:54:54  1,,,
23260,ratnamanasa_02  ,2,0:59:59, 0:59:59,,,
23261,Adrsh07  ,2,1:00:01, 1:00:01,,,
23262,stupefied-i3osewhg  ,2,1:00:01, 1:00:01,,,
23263,AlgorithmArtisan  ,2,1:00:03, 0:50:03  2,,,
23264,harshdeep_gupta5287  ,2,1:00:03, 1:00:03,,,
23265,Tejaswani_02  ,2,1:00:04, 1:00:04,,,
23266,chandana_132  ,2,1:00:06, 1:00:06,,,
23267,aasifmaniyar  ,2,1:00:06, 0:45:06  3,,,
23268,227r1a66e1  ,2,1:00:07, 1:00:07,,,
23269,Sri-Sathvika14_11  ,2,1:00:09, 0:50:09  2,,,
23270,2210030017  ,2,1:00:10, 1:00:10,,,
23271,FayazAhammed  ,2,1:00:12, 1:00:12,,,
23272,vaziransari  ,2,1:00:13, 1:00:13,,,
23273,suraj669  ,2,1:00:13, 1:00:13,,,
23274,NITISH_989  ,2,1:00:14, 0:45:14  3,,,
23275,Shrinedhi  ,2,1:00:14, 0:50:14  2,,,
23276,Ankitha_7  ,2,1:00:15, 1:00:15,,,
23277,22h51a05b5  ,2,1:00:21, 1:00:21,,,
23278,patya_017  ,2,1:00:21, 1:00:21,,,
23279,Akarshkh  ,2,1:00:22, 1:00:22,,,
23280,Naadesh_codes  ,2,1:00:23, 1:00:23,,,
23281,codingkid06  ,2,1:00:23, 1:00:23,,,
23282,Ragul_T  ,2,1:00:26, 1:00:26,,,
23283,klu_2100031706  ,2,1:00:26, 1:00:26,,,
23284,jkeerti  ,2,1:00:29, 1:00:29,,,
23285,sowmyabhukya5423  ,2,1:00:30, 1:00:30,,,
23286,logesh076  ,2,1:00:37, 1:00:37,,,
23287,elhoangvu  ,2,1:00:37, 1:00:37,,,
23288,klu_2100031742  ,2,1:00:37, 1:00:37,,,
23289,21r01a0515  ,2,1:00:37, 1:00:37,,,
23290,satwika_00  ,2,1:00:40, 1:00:40,,,
23291,kunalhaldiya19  ,2,1:00:41, 1:00:41,,,
23292,Manaswini1190  ,2,1:00:42, 1:00:42,,,
23293,wdcyx  ,2,1:00:44, 1:00:44,,,
23294,csr91  ,2,1:00:45, 1:00:45,,,
23295,Karunyad  ,2,1:00:46, 0:55:46  1,,,
23296,venukumar881  ,2,1:00:46, 1:00:46,,,
23297,swekizer  ,2,1:00:50, 0:55:50  1,,,
23298,memadhav2000  ,2,1:00:52, 1:00:52,,,
23299,Indhuprakash2212  ,2,1:00:52, 1:00:52,,,
23300,Arvind206  ,2,1:00:53, 0:55:53  1,,,
23301,21R01A0444  ,2,1:00:54, 1:00:54,,,
23302,dharanimellachervu  ,2,1:00:54, 1:00:54,,,
23303,Debadatta07  ,2,1:00:56, 1:00:56,,,
23304,2210040094  ,2,1:00:56, 1:00:56,,,
23305,Rushi_Mukkawar  ,2,1:00:57, 1:00:57,,,
23306,Ramakrishna0510  ,2,1:00:57, 0:55:57  1,,,
23307,22h51a6732  ,2,1:00:57, 1:00:57,,,
23308,22r01a0505  ,2,1:00:58, 1:00:58,,,
23309,itzmepriyansh69  ,2,1:01:01, 1:01:01,,,
23310,praharsha04  ,2,1:01:05, 1:01:05,,,
23311,user8484Fg  ,2,1:01:06, 1:01:06,,,
23312,Shikaree  ,2,1:01:06, 1:01:06,,,
23313,Hema_Latha_Mannem  ,2,1:01:09, 1:01:09,,,
23314,rishitha_3636  ,2,1:01:09, 1:01:09,,,
23315,naveena_2411  ,2,1:01:10, 1:01:10,,,
23316,chirayubatra1104  ,2,1:01:13, 1:01:13,,,
23317,sanjaymanda  ,2,1:01:15, 1:01:15,,,
23318,panda-1m  ,2,1:01:16, 1:01:16,,,
23319,manaswini_019  ,2,1:01:16, 1:01:16,,,
23320,tpavankumar17  ,2,1:01:16, 0:56:16  1,,,
23321,Mahasvan  ,2,1:01:17, 0:56:17  1,,,
23322,btwitsdevanshu  ,2,1:01:17, 1:01:17,,,
23323,2210040011  ,2,1:01:19, 0:56:19  1,,,
23324,227r1a05n7  ,2,1:01:20, 1:01:20,,,
23325,vishal455  ,2,1:01:21, 1:01:21,,,
23326,Madhulitha  ,2,1:01:22, 0:56:22  1,,,
23327,sainivas20  ,2,1:01:23, 1:01:23,,,
23328,mk_kaizoku  ,2,1:01:23, 0:56:23  1,,,
23329,gafoorriyas54  ,2,1:01:23, 1:01:23,,,
23330,sakshiyadav53  ,2,1:01:23, 1:01:23,,,
23331,jacobsultan  ,2,1:01:23, 0:56:23  1,,,
23332,Kum007  ,2,1:01:24, 1:01:24,,,
23333,user4981eN  ,2,1:01:25, 1:01:25,,,
23334,217R1A0566  ,2,1:01:26, 1:01:26,,,
23335,gnaneshwari94  ,2,1:01:27, 0:51:27  2,,,
23336,renjur8425  ,2,1:01:29, 0:56:29  1,,,
23337,2210030013  ,2,1:01:30, 1:01:30,,,
23338,GEETHIKA_102  ,2,1:01:32, 1:01:32,,,
23339,dharmikgohil  ,2,1:01:33, 1:01:33,,,
23340,Masoom16  ,2,1:01:34, 0:56:34  1,,,
23341,swarateja  ,2,1:01:35, 1:01:35,,,
23342,Unnati201  ,2,1:01:36, 0:56:36  1,,,
23343,Atk_2003  ,2,1:01:37, 1:01:37,,,
23344,samrithi_1605  ,2,1:01:38, 0:56:38  1,,,
23345,harsha_1285  ,2,1:01:41, 1:01:41,,,
23346,yanchenkai  ,2,1:01:41, 1:01:41,,,
23347,harshmishra3263  ,2,1:01:42, 1:01:42,,,
23348,22h51a62c3  ,2,1:01:42, 1:01:42,,,
23349,try-a-try  ,2,1:01:42, 1:01:42,,,
23350,meetbhayani  ,2,1:01:45, 1:01:45,,,
23351,2210030356  ,2,1:01:46, 1:01:46,,,
23352,k_agr  ,2,1:01:47, 1:01:47,,,
23353,22251A1220  ,2,1:01:50, 0:46:50  3,,,
23354,kodurisaiganesh  ,2,1:01:50, 1:01:50,,,
23355,kshitijnark1034  ,2,1:01:51, 1:01:51,,,
23356,ShyamG2005  ,2,1:01:51, 0:56:51  1,,,
23357,khushbunnisa  ,2,1:01:55, 0:56:55  1,,,
23358,22H51A0584  ,2,1:01:55, 1:01:55,,,
23359,2210030141_satyanarayana  ,2,1:01:56, 1:01:56,,,
23360,kl_2200030796  ,2,1:01:56, 1:01:56,,,
23361,21at1a0522  ,2,1:01:57, 1:01:57,,,
23362,Amuthavarahi  ,2,1:02:00, 1:02:00,,,
23363,2210030234  ,2,1:02:03, 1:02:03,,,
23364,tusharpatidar26748  ,2,1:02:03, 0:57:03  1,,,
23365,wahedpro  ,2,1:02:03, 0:57:03  1,,,
23366,2210030311  ,2,1:02:06, 1:02:06,,,
23367,srikanth_surna  ,2,1:02:06, 1:02:06,,,
23368,2210040109_jahangeer  ,2,1:02:09, 1:02:09,,,
23369,eswarboya  ,2,1:02:12, 1:02:12,,,
23370,Srimathi_sri_3  ,2,1:02:13, 0:57:13  1,,,
23371,laljawahar010  ,2,1:02:14, 1:02:14,,,
23372,2110030346  ,2,1:02:14, 1:02:14,,,
23373,danielprinceD  ,2,1:02:19, 1:02:19,,,
23374,Sravan_211  ,2,1:02:22, 1:02:22,,,
23375,AKHILRampally  ,2,1:02:23, 1:02:23,,,
23376,anup75224  ,2,1:02:24, 0:52:24  2,,,
23377,praneethakancharla60  ,2,1:02:25, 0:57:25  1,,,
23378,sejalpawar_5704  ,2,1:02:26, 1:02:26,,,
23379,samarth108  ,2,1:02:27, 1:02:27,,,
23380,21311a05d1  ,2,1:02:28, 1:02:28,,,
23381,ayushgupta130  ,2,1:02:28, 0:57:28  1,,,
23382,shubham_eth  ,2,1:02:29, 1:02:29,,,
23383,user0154Ee  ,2,1:02:30, 1:02:30,,,
23384,kavya62b4  ,2,1:02:30, 1:02:30,,,
23385,chauhanr577  ,2,1:02:32, 0:57:32  1,,,
23386,Harika3114  ,2,1:02:32, 1:02:32,,,
23387,Jaiharan_S  ,2,1:02:33, 1:02:33,,,
23388,adarsh_91  ,2,1:02:34, 1:02:34,,,
23389,vinay_kumar9301  ,2,1:02:34, 1:02:34,,,
23390,Jyothimanne  ,2,1:02:40, 1:02:40,,,
23391,Sairaj_N  ,2,1:02:44, 1:02:44,,,
23392,2210040144  ,2,1:02:45, 1:02:45,,,
23393,uhacodes116  ,2,1:02:45, 1:02:45,,,
23394,hemalatha292004  ,2,1:02:48, 0:42:48  4,,,
23395,der-a  ,2,1:02:52, 1:02:52,,,
23396,jayvk39  ,2,1:02:53, 1:02:53,,,
23397,Swarupdwivedy  ,2,1:02:55, 1:02:55,,,
23398,User_678  ,2,1:02:56, 1:02:56,,,
23399,amanraj0149  ,2,1:02:57, 1:02:57,,,
23400,Akanibekuly  ,2,1:02:58, 1:02:58,,,
23401,rithikarenikindi  ,2,1:02:59, 1:02:59,,,
23402,Likhitha_kella  ,2,1:03:02, 1:03:02,,,
23403,PushkarSingh27  ,2,1:03:03, 1:03:03,,,
23404,klu_2100030192  ,2,1:03:05, 1:03:05,,,
23405,2210040146  ,2,1:03:05, 1:03:05,,,
23406,kamini123  ,2,1:03:06, 1:03:06,,,
23407,Rudra_nile  ,2,1:03:07, 1:03:07,,,
23408,Santhosh_017  ,2,1:03:08, 1:03:08,,,
23409,mulasaicharanreddy  ,2,1:03:10, 1:03:10,,,
23410,manisha1208  ,2,1:03:11, 1:03:11,,,
23411,vuturichakradhar  ,2,1:03:11, 1:03:11,,,
23412,2210030459  ,2,1:03:13, 0:58:13  1,,,
23413,vasavika1635  ,2,1:03:14, 0:28:14  7,,,
23414,hodophilephoenix  ,2,1:03:15, 1:03:15,,,
23415,simrah17  ,2,1:03:16, 0:58:16  1,,,
23416,wikki007  ,2,1:03:17, 0:53:17  2,,,
23417,PRASATH__S  ,2,1:03:18, 1:03:18,,,
23418,pinenut  ,2,1:03:19, 1:03:19,,,
23419,susmitha_sharma  ,2,1:03:20, 0:58:20  1,,,
23420,missrobo7280  ,2,1:03:21, 1:03:21,,,
23421,lanangz  ,2,1:03:22, 1:03:22,,,
23422,Bavishya  ,2,1:03:25, 1:03:25,,,
23423,Ridhima-pachipulusu  ,2,1:03:28, 1:03:28,,,
23424,iamrithwik18  ,2,1:03:29, 1:03:29,,,
23425,sriniketh_0564  ,2,1:03:30, 1:03:30,,,
23426,Jinxed2702  ,2,1:03:30, 1:03:30,,,
23427,Mahitha_nelluri  ,2,1:03:32, 1:03:32,,,
23428,audinthorn  ,2,1:03:32, 1:03:32,,,
23429,Shivamani_V  ,2,1:03:35, 0:38:35  5,,,
23430,alejo86a  ,2,1:03:37, 1:03:37,,,
23431,KLU_2100031509  ,2,1:03:39, 1:03:39,,,
23432,211FA04632  ,2,1:03:39, 1:03:39,,,
23433,SakshiSharma8  ,2,1:03:41, 1:03:41,,,
23434,komali2005  ,2,1:03:43, 1:03:43,,,
23435,Kotha_Vaishnavi  ,2,1:03:43, 1:03:43,,,
23436,poojasanap53  ,2,1:03:44, 1:03:44,,,
23437,apoorva100504  ,2,1:03:46, 0:58:46  1,,,
23438,haowoo0112  ,2,1:03:48, 1:03:48,,,
23439,ece22at5a0404  ,2,1:03:48, 1:03:48,,,
23440,tejaskumargujjala333  ,2,1:03:52, 1:03:52,,,
23441,syed_mujahid  ,2,1:03:53, 1:03:53,,,
23442,rakesh_03  ,2,1:03:57, 1:03:57,,,
23443,abhish_ek3112  ,2,1:03:59, 1:03:59,,,
23444,PriyadharshiniNagarathinam  ,2,1:03:59, 0:48:59  3,,,
23445,chandanchoudhary  ,2,1:04:01, 0:59:01  1,,,
23446,Emmadi_Sneha  ,2,1:04:03, 1:04:03,,,
23447,harithareddy6281  ,2,1:04:04, 1:04:04,,,
23448,Omkar_Nawale  ,2,1:04:06, 1:04:06,,,
23449,ankitg8844  ,2,1:04:07, 1:04:07,,,
23450,lavanyasai_13  ,2,1:04:08, 0:59:08  1,,,
23451,sravikakadali  ,2,1:04:08, 0:44:08  4,,,
23452,2210030217  ,2,1:04:09, 1:04:09,,,
23453,klu_2100032104  ,2,1:04:10, 1:04:10,,,
23454,2110030449  ,2,1:04:10, 0:49:10  3,,,
23455,2210030065  ,2,1:04:12, 1:04:12,,,
23456,its_unique  ,2,1:04:12, 1:04:12,,,
23457,nithin_kumar_31  ,2,1:04:14, 1:04:14,,,
23458,lucibaby  ,2,1:04:17, 1:04:17,,,
23459,nishikant_vijeta  ,2,1:04:18, 1:04:18,,,
23460,kchaudhary2291  ,2,1:04:23, 1:04:23,,,
23461,V_Nivas_Chowdary  ,2,1:04:24, 1:04:24,,,
23462,nikitarai5sep  ,2,1:04:24, 1:04:24,,,
23463,bhavyabhargavi  ,2,1:04:25, 1:04:25,,,
23464,nikhil_18996  ,2,1:04:25, 1:04:25,,,
23465,avilashpopo774  ,2,1:04:27, 0:49:27  3,,,
23466,swathi_0122  ,2,1:04:28, 1:04:28,,,
23467,AnandVarma28  ,2,1:04:28, 0:59:28  1,,,
23468,faizrahmang5  ,2,1:04:29, 1:04:29,,,
23469,anvithanagireddy  ,2,1:04:29, 1:04:29,,,
23470,chintu095  ,2,1:04:33, 1:04:33,,,
23471,Lakhe_Bhavani  ,2,1:04:34, 1:04:34,,,
23472,saadinmadar789  ,2,1:04:34, 1:04:34,,,
23473,ManishAgarwal21  ,2,1:04:36, 1:04:36,,,
23474,Raju53  ,2,1:04:37, 1:04:37,,,
23475,prityagnik  ,2,1:04:38, 1:04:38,,,
23476,gkshitizmj  ,2,1:04:38, 1:04:38,,,
23477,Kavyanm  ,2,1:04:42, 1:04:42,,,
23478,kartikey49  ,2,1:04:45, 1:04:45,,,
23479,shaikhnisar107  ,2,1:04:45, 1:04:45,,,
23480,varshapallam17  ,2,1:04:52, 1:04:52,,,
23481,Kunal222  ,2,1:04:52, 1:04:52,,,
23482,madhuriy27  ,2,1:04:52, 1:04:52,,,
23483,DSA_Learner_yeco  ,2,1:04:53, 1:04:53,,,
23484,harman97  ,2,1:04:54, 1:04:54,,,
23485,pangewar-prajwal  ,2,1:04:54, 1:04:54,,,
23486,leenasri6214  ,2,1:04:55, 1:04:55,,,
23487,Hemanth_Raju  ,2,1:04:59, 0:59:59  1,,,
23488,on3shot  ,2,1:05:02, 1:05:02,,,
23489,Lotus_Borkar  ,2,1:05:03, 0:55:03  2,,,
23490,kshiva09283  ,2,1:05:06, 1:00:06  1,,,
23491,HarshvijayBundela  ,2,1:05:08, 0:45:08  4,,,
23492,sunny_nice123  ,2,1:05:11, 1:05:11,,,
23493,romantic-albattaniafp  ,2,1:05:12, 1:05:12,,,
23494,PorandlaRavalika  ,2,1:05:14, 1:05:14,,,
23495,deepthi131313  ,2,1:05:15, 0:55:15  2,,,
23496,charansatwik  ,2,1:05:19, 1:00:19  1,,,
23497,vasanth_5373  ,2,1:05:19, 1:05:19,,,
23498,elated-albattanirse  ,2,1:05:24, 1:05:24,,,
23499,suzo__  ,2,1:05:25, 1:05:25,,,
23500,govardhan_laxman  ,2,1:05:26, 1:05:26,,,
23501,ruthikchary  ,2,1:05:26, 1:05:26,,,
23502,lee-vu  ,2,1:05:29, 1:05:29,,,
23503,Joshika8  ,2,1:05:29, 1:05:29,,,
23504,rishitha_022  ,2,1:05:31, 0:55:31  2,,,
23505,himanshu-vishwas  ,2,1:05:31, 1:05:31,,,
23506,Narender79  ,2,1:05:33, 1:05:33,,,
23507,ziko039  ,2,1:05:35, 1:05:35,,,
23508,parimisarat2610  ,2,1:05:37, 1:05:37,,,
23509,2210030494  ,2,1:05:38, 1:05:38,,,
23510,collinmatz  ,2,1:05:40, 1:05:40,,,
23511,KL-2100030723  ,2,1:05:40, 1:05:40,,,
23512,Shanmugapriya_7604S  ,2,1:05:41, 1:05:41,,,
23513,suuugarfree  ,2,1:05:42, 1:05:42,,,
23514,kashishmalviya  ,2,1:05:42, 1:05:42,,,
23515,DivyaHarshita  ,2,1:05:42, 1:05:42,,,
23516,smartsushilsingh101  ,2,1:05:43, 1:05:43,,,
23517,KatakamBhavana  ,2,1:05:48, 1:05:48,,,
23518,kiran_l  ,2,1:05:48, 1:05:48,,,
23519,sahasritha  ,2,1:05:50, 0:55:50  2,,,
23520,tarqulopi  ,2,1:05:53, 1:05:53,,,
23521,Karthik_Balaji_B_M  ,2,1:05:54, 1:00:54  1,,,
23522,22215a0533  ,2,1:05:55, 1:05:55,,,
23523,2210049148_Akshitha  ,2,1:05:59, 1:05:59,,,
23524,pratyushsingh6710  ,2,1:05:59, 1:00:59  1,,,
23525,nishithaposti1402  ,2,1:06:01, 1:06:01,,,
23526,HasiniPulapaka  ,2,1:06:03, 1:06:03,,,
23527,raji_20  ,2,1:06:04, 1:01:04  1,,,
23528,annusingh2507  ,2,1:06:06, 0:56:06  2,,,
23529,aparna_g  ,2,1:06:06, 1:06:06,,,
23530,Decoder2704  ,2,1:06:06, 1:06:06,,,
23531,talit_17  ,2,1:06:07, 1:06:07,,,
23532,sainikhitha08  ,2,1:06:09, 1:06:09,,,
23533,Ramya_Sruthi  ,2,1:06:11, 1:01:11  1,,,
23534,Aryan_306  ,2,1:06:11, 1:06:11,,,
23535,SwathiPandivel  ,2,1:06:13, 1:06:13,,,
23536,souvik_avro  ,2,1:06:15, 1:06:15,,,
23537,Hailex  ,2,1:06:20, 1:06:20,,,
23538,codeshik  ,2,1:06:20, 1:06:20,,,
23539,prasannadurga2805  ,2,1:06:20, 1:06:20,,,
23540,Saiharshith555  ,2,1:06:21, 1:01:21  1,,,
23541,Mohanapriyaaa  ,2,1:06:22, 1:01:22  1,,,
23542,rayavarapukavya  ,2,1:06:22, 0:51:22  3,,,
23543,2110030093  ,2,1:06:22, 1:06:22,,,
23544,Guru_prasath_S  ,2,1:06:25, 1:06:25,,,
23545,mohsin_35  ,2,1:06:25, 1:06:25,,,
23546,sowbarnikasow  ,2,1:06:27, 1:06:27,,,
23547,21071a04q2  ,2,1:06:27, 1:06:27,,,
23548,SakshiGayakwad  ,2,1:06:28, 0:56:28  2,,,
23549,K_ENOS  ,2,1:06:29, 1:06:29,,,
23550,2210040130  ,2,1:06:31, 1:06:31,,,
23551,jkaleedas  ,2,1:06:31, 1:06:31,,,
23552,cairo74  ,2,1:06:32, 1:06:32,,,
23553,syed_thaufiq  ,2,1:06:35, 1:06:35,,,
23554,hemalatha_2002  ,2,1:06:35, 1:06:35,,,
23555,SamMartin1110  ,2,1:06:35, 1:06:35,,,
23556,pushprajgour  ,2,1:06:42, 1:06:42,,,
23557,2110040020  ,2,1:06:45, 1:06:45,,,
23558,Akshith_7  ,2,1:06:47, 1:01:47  1,,,
23559,preetham10  ,2,1:06:47, 1:01:47  1,,,
23560,pvpit211249  ,2,1:06:48, 1:06:48,,,
23561,muskanshah  ,2,1:06:50, 1:06:50,,,
23562,PathakAmritesh  ,2,1:06:55, 1:06:55,,,
23563,SATHWIK_TUDURU  ,2,1:06:56, 1:06:56,,,
23564,moulichandra251  ,2,1:06:57, 1:06:57,,,
23565,Adona  ,2,1:06:57, 1:06:57,,,
23566,ASPII-1  ,2,1:06:57, 1:06:57,,,
23567,lalasagidugu  ,2,1:06:59, 1:06:59,,,
23568,22h51a0561  ,2,1:07:02, 1:07:02,,,
23569,Varshinisarva  ,2,1:07:03, 1:07:03,,,
23570,2100031490  ,2,1:07:04, 1:07:04,,,
23571,nagasrigauri17  ,2,1:07:06, 1:07:06,,,
23572,22h51a05e2  ,2,1:07:06, 1:02:06  1,,,
23573,nikhitha_72  ,2,1:07:08, 1:07:08,,,
23574,228r5a6705  ,2,1:07:11, 1:07:11,,,
23575,2210080030  ,2,1:07:11, 1:07:11,,,
23576,22h51a6279  ,2,1:07:15, 1:07:15,,,
23577,2100030857  ,2,1:07:15, 1:07:15,,,
23578,vinita_patanker  ,2,1:07:18, 1:07:18,,,
23579,janhviagrawal  ,2,1:07:19, 1:07:19,,,
23580,keerthi0706  ,2,1:07:20, 1:07:20,,,
23581,mathireddyamrutha  ,2,1:07:21, 1:07:21,,,
23582,raizrazer  ,2,1:07:23, 1:07:23,,,
23583,enthusiastic_77  ,2,1:07:23, 0:37:23  6,,,
23584,kolipakaaditya  ,2,1:07:23, 1:07:23,,,
23585,shreyyy___07  ,2,1:07:25, 0:57:25  2,,,
23586,santhoshid_1011  ,2,1:07:31, 1:07:31,,,
23587,nageswari_k  ,2,1:07:31, 1:07:31,,,
23588,VINAY_BANSODE  ,2,1:07:34, 1:07:34,,,
23589,Tejasree_Chigulla  ,2,1:07:35, 1:07:35,,,
23590,Daniel_fun  ,2,1:07:35, 1:07:35,,,
23591,N_Pravallika  ,2,1:07:35, 1:07:35,,,
23592,217r1a1215  ,2,1:07:35, 1:07:35,,,
23593,Koditala-sreeja  ,2,1:07:36, 1:07:36,,,
23594,ChandanaKavuluri-2003  ,2,1:07:39, 1:02:39  1,,,
23595,Jyothi914  ,2,1:07:40, 1:02:40  1,,,
23596,vedkul123  ,2,1:07:44, 1:02:44  1,,,
23597,Sahil_Tyagi  ,2,1:07:45, 1:07:45,,,
23598,22h51a0577  ,2,1:07:45, 1:07:45,,,
23599,dhivyasri_20  ,2,1:07:46, 1:07:46,,,
23600,subramanian2004  ,2,1:07:47, 1:02:47  1,,,
23601,_pradeep_24  ,2,1:07:48, 1:07:48,,,
23602,smdzubair0  ,2,1:07:49, 1:07:49,,,
23603,sreemathii03  ,2,1:07:50, 1:07:50,,,
23604,vishal_deka4  ,2,1:07:50, 1:07:50,,,
23605,nikhithareddy566  ,2,1:07:51, 0:57:51  2,,,
23606,harika_527  ,2,1:07:53, 1:07:53,,,
23607,1460__nishanth  ,2,1:07:59, 1:07:59,,,
23608,pujitha1011  ,2,1:08:00, 0:38:00  6,,,
23609,jolly-noethersfl  ,2,1:08:04, 1:08:04,,,
23610,vemurijahnavi  ,2,1:08:06, 0:48:06  4,,,
23611,user7335hP  ,2,1:08:08, 1:08:08,,,
23612,Sujitha23  ,2,1:08:10, 1:08:10,,,
23613,avava-ava  ,2,1:08:11, 1:08:11,,,
23614,PaviRameah  ,2,1:08:11, 1:08:11,,,
23615,sushma_10  ,2,1:08:13, 1:08:13,,,
23616,klu_2200031949  ,2,1:08:13, 1:08:13,,,
23617,Rakhi20  ,2,1:08:14, 1:08:14,,,
23618,rahulc69980  ,2,1:08:21, 1:08:21,,,
23619,2100032410_Sarath_Chandra  ,2,1:08:23, 1:08:23,,,
23620,harsh97__  ,2,1:08:25, 0:58:25  2,,,
23621,ShreeramR  ,2,1:08:26, 0:28:26  8,,,
23622,saisurya09  ,2,1:08:29, 1:03:29  1,,,
23623,vutla_sreeja  ,2,1:08:30, 1:03:30  1,,,
23624,211FA04444  ,2,1:08:31, 1:08:31,,,
23625,Chidrupa112  ,2,1:08:32, 1:08:32,,,
23626,sreedharv  ,2,1:08:33, 1:08:33,,,
23627,sreevallika  ,2,1:08:34, 1:08:34,,,
23628,227R1A0566  ,2,1:08:37, 1:08:37,,,
23629,charansai21  ,2,1:08:38, 1:08:38,,,
23630,alpha_777  ,2,1:08:39, 1:03:39  1,,,
23631,22h51a0557  ,2,1:08:45, 1:08:45,,,
23632,k2210030415  ,2,1:08:48, 1:08:48,,,
23633,Ambatisrujana  ,2,1:08:51, 1:08:51,,,
23634,rahulkumarknit  ,2,1:08:51, 1:08:51,,,
23635,gayathri__04  ,2,1:08:52, 0:53:52  3,,,
23636,thanushka_12  ,2,1:08:55, 1:03:55  1,,,
23637,sarthak21verma  ,2,1:08:57, 1:08:57,,,
23638,DipeshDwivedi17  ,2,1:08:57, 1:08:57,,,
23639,217R1A66A3-Arbaaz  ,2,1:08:59, 1:08:59,,,
23640,shanmukhareddyvasa  ,2,1:09:00, 1:04:00  1,,,
23641,_Chandana_Reddy  ,2,1:09:02, 1:04:02  1,,,
23642,2210030158  ,2,1:09:02, 1:09:02,,,
23643,Balaram04  ,2,1:09:03, 1:09:03,,,
23644,yeswaraditya3006  ,2,1:09:05, 1:09:05,,,
23645,devajrajana  ,2,1:09:05, 1:09:05,,,
23646,Deepika_Lakshmi  ,2,1:09:06, 1:09:06,,,
23647,2210030025  ,2,1:09:06, 1:09:06,,,
23648,gogulaharshitha14  ,2,1:09:09, 1:09:09,,,
23649,susmitha_sush  ,2,1:09:12, 1:09:12,,,
23650,Gopishetti_Harika29  ,2,1:09:12, 1:09:12,,,
23651,mahithakalyani  ,2,1:09:14, 1:09:14,,,
23652,yashuu_0655  ,2,1:09:16, 0:49:16  4,,,
23653,Devesh_V  ,2,1:09:18, 1:09:18,,,
23654,sharath76fw  ,2,1:09:20, 1:09:20,,,
23655,AniketJoshi111  ,2,1:09:20, 1:09:20,,,
23656,user3662WC  ,2,1:09:20, 1:09:20,,,
23657,22h51a0508  ,2,1:09:21, 1:09:21,,,
23658,Prasanna1403  ,2,1:09:22, 1:09:22,,,
23659,2100031096  ,2,1:09:22, 1:09:22,,,
23660,2100030429  ,2,1:09:23, 1:04:23  1,,,
23661,krishnapriya_muthyala  ,2,1:09:27, 1:09:27,,,
23662,aishwarya_0405  ,2,1:09:30, 1:09:30,,,
23663,charan_30422  ,2,1:09:31, 1:09:31,,,
23664,Gannoju_Sahasra  ,2,1:09:31, 1:09:31,,,
23665,Thriveni_ravishetty  ,2,1:09:31, 1:09:31,,,
23666,mnikithasree2003  ,2,1:09:31, 1:09:31,,,
23667,user5466BV  ,2,1:09:33, 1:09:33,,,
23668,sridevi_6  ,2,1:09:39, 1:09:39,,,
23669,lahari_0711  ,2,1:09:40, 1:09:40,,,
23670,219x1a2942  ,2,1:09:42, 1:04:42  1,,,
23671,gollanandini  ,2,1:09:43, 0:59:43  2,,,
23672,JALLI2004  ,2,1:09:47, 1:09:47,,,
23673,AYUSH-KATRE  ,2,1:09:49, 1:09:49,,,
23674,klu_2100031162  ,2,1:09:52, 1:09:52,,,
23675,maniteja14  ,2,1:09:53, 0:54:53  3,,,
23676,vishalthegupta  ,2,1:09:55, 1:09:55,,,
23677,Pravallika159  ,2,1:09:56, 1:09:56,,,
23678,andrewayman9  ,2,1:09:58, 1:09:58,,,
23679,Aishwarya-578  ,2,1:10:02, 1:10:02,,,
23680,anweshadas257  ,2,1:10:03, 1:10:03,,,
23681,swathi342005  ,2,1:10:03, 1:10:03,,,
23682,xiao-yang-15r  ,2,1:10:03, 1:10:03,,,
23683,sudha_madhuri  ,2,1:10:05, 1:10:05,,,
23684,saireen_105  ,2,1:10:05, 1:10:05,,,
23685,great-perlmanaxt  ,2,1:10:06, 1:10:06,,,
23686,klu_2100031744  ,2,1:10:08, 1:10:08,,,
23687,siddharthv643  ,2,1:10:15, 0:50:15  4,,,
23688,21R01A66B8  ,2,1:10:16, 1:10:16,,,
23689,divyathella  ,2,1:10:17, 1:10:17,,,
23690,Arbaz7738  ,2,1:10:18, 1:10:18,,,
23691,hungry-meninskykyy  ,2,1:10:21, 1:10:21,,,
23692,SabbellaLaharika  ,2,1:10:21, 1:10:21,,,
23693,2210040021  ,2,1:10:24, 1:10:24,,,
23694,Vardhan3846  ,2,1:10:25, 1:10:25,,,
23695,manognavemu  ,2,1:10:25, 1:05:25  1,,,
23696,chorvadikrushi01  ,2,1:10:26, 1:00:26  2,,,
23697,addyslice  ,2,1:10:27, 1:10:27,,,
23698,sathvika_5  ,2,1:10:28, 1:10:28,,,
23699,Rithisha_chowdary  ,2,1:10:29, 1:10:29,,,
23700,K_Dhanush  ,2,1:10:29, 1:10:29,,,
